product_id,brand_name,review_id,review_title,review_text,author,review_date,review_rating,is_a_buyer,pro_user,review_label,product_title,mrp,price,product_rating,product_rating_count,product_tags,product_url
5093150,Kay Beauty,23478135,So creamy and buttery,"Beautiful pigmentation and so blendable.staying power is long,about 6-7hrs",anwesha paul,2022-03-18 21:42:37,5.0,False,False,,Kay Beauty Creme Blush,799,799,4.5,2010,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-creme-blush-sweetheart-pink/p/5093150
8078,Nivea,12666348,Best sunscreen,Protects the skin. It isn’t sticky on the skin and doesn’t leave a white effect.,kishveen kaur,2020-02-21 17:49:17,5.0,True,False,Verified Buyer,"NIVEA Sun Lotion, SPF 50, with UVA & UVB Protection, Water Resistant Sunscreen",360,342,4.1,4431,,https://www.nykaa.com/nivea-moisturising-sun-lotion-spf-50/p/8078
1229442,Kay Beauty,17405582,Katrina Kaif ❤️,This foundation merge like a butter no brushes needed..😁 this foundation look give more compliments for me tq katrina ❤️ I luv u so much,Priya Nivalkar,2021-03-15 23:18:47,5.0,True,False,Verified Buyer,Kay Beauty Hydrating Foundation,1200,900,4.4,4577,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-hydrating-foundation/p/1229442
1139,Lakme,14739803,Pretty,Very pretty colour . Beautiful gloss . Long lasting . Brilliant texture,SHRAEYA santhanam,2020-09-12 08:17:22,5.0,True,False,Verified Buyer,Lakme True Wear Nail Color,125,125,4.1,11663,,https://www.nykaa.com/lakme-true-wear-nail-color/p/1139
422905,Nykaa Cosmetics,16374134,Nice,Good lip balm.....stays more than 2hrs...got it at discount... thanks nykaa,Sayantani Mukherjee,2020-12-24 19:07:08,5.0,True,False,Verified Buyer,Nykaa Serial Kisser Lip Balm - Raspberry,149,112,4.0,16264,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-raspberry/p/422905
573181,Kay Beauty,19606025,Brown mauve,Great product to try.. see the left shade- brown mauve.,JUST BARNAA,2021-07-25 14:45:31,5.0,True,False,Verified Buyer,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,639,4.3,15040,BESTSELLER,https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181
569411,Nykaa Cosmetics,13801596,Average!,"It’s really a very average product. Definitely not the best if you have lips that are pigmented and tend to chap a lot. Once it dries it kind of becomes patchy on the lips. And it highlights dry skin on the lips. Also, the colour is nothing even close to what they show here . I had to apply 3 coats to get it to look a little bit even. Quite disappointed to be honest. I wouldn’t have bought if I had tried it at a store.",Rachna Ramdin,2020-07-11 13:30:24,1.0,True,False,Verified Buyer,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,625,313,4.0,1890,,https://www.nykaa.com/nykaa-matte-to-last-metallic-liquid-lipstick/p/569411
950973,Nykaa Cosmetics,28515071,Beautiful,It has a really good glossy color that looks amazing!,Damon Salvatore,2022-09-13 09:55:34,5.0,False,False,,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,249,125,3.6,6053,,https://www.nykaa.com/nykaa-matte-to-last-mini-metallic-liquid-lipstick-and-eyeshadow/p/950973
374235,Nykaa Cosmetics,13910910,Love love,"Naughty Nude is one of the best nude lipstick I have found till now . The color is very nice it's mix of peach,pinki and brown. The formula is really Impressive, It's creamy, it doesn't dry out the lips .If you don't care much about super matte formula and love a creamy-matte finish then do try this range specifically this shade .",Jhilik Som,2020-07-19 15:17:53,5.0,True,False,Verified Buyer,Nykaa So Matte! Mini Lipstick - 17 M Cranberry Sangria,199,159,4.0,98477,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-17-m-cranberry-sangria/p/374235
784419,Nykaa Naturals,13706478,Not @al worth buying,Please do not sell these cheap masks they wer literally stinking like a rotten egg .. plz do gve us geniun think rather than shits like this,Tanuj A,2020-07-04 08:40:35,1.0,True,False,Verified Buyer,Nykaa Woman Washable and Reusable Face Mask - Tropical,299,299,3.6,664,,https://www.nykaa.com/nykaa-washable-and-reusable-4-filter-mask/p/784419
5360838,Herbal Essences,5412813,Makes hair really dry,It causes breakage and makes hair frizzier than it already is even if used along with a conditioner.,Deeksha s,2019-05-29 19:45:47,1.0,False,False,,Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free,600,390,4.1,2502,BESTSELLER,https://www.nykaa.com/herbal-essences-strawberry-mint-shampoo-for-cleansing-volume-paraben-free/p/5360838
564436,Nykaa Cosmetics,16336309,Perfect Lashes,Loved the packaging. The product is really nice,Rashi Wadhwa,2020-12-22 13:08:03,5.0,True,False,Verified Buyer,Nykaa Lash Talk False Eyelash - Major Length,199,149,3.9,11381,,https://www.nykaa.com/nykaa-lash-talk-major-length/p/564436
5360838,Herbal Essences,5943753,Volumised hairs.,This shampoo is best for thin hairs. If you want to give volume to your hairs it is best guys please try once.,Tamanna Bansal,2019-07-11 19:15:26,5.0,False,False,,Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free,600,390,4.1,2502,BESTSELLER,https://www.nykaa.com/herbal-essences-strawberry-mint-shampoo-for-cleansing-volume-paraben-free/p/5360838
648648,L'Oreal Paris,21180825,Bought this in sale but definitely but off sale too,It stays longer than usual liners and nicely pigmented,Namrata Bhardwaj,2021-11-02 00:11:47,5.0,False,False,,L'Oreal Paris Matte Signature Eyeliner,650,650,4.0,526,,https://www.nykaa.com/l-oreal-paris-matte-signature-eyeliner/p/648648
266374,L'Oreal Paris,1472576,love it !,It’s absolutely amazing ! Worth the price ! I have long hair so the quantity was less for my hair. Otherwise totally loving my new hair.,Vanshika Jain,2018-03-14 12:23:41,5.0,True,False,Verified Buyer,L'Oreal Paris Excellence Fashion Highlights Hair Color,350,350,3.9,2501,,https://www.nykaa.com/l-oreal-paris-excellence-fashion-highlights-hair-color/p/266374
626907,Kay Beauty,20069236,Love it!,I am thoroughly happy with this purchase. It is a beautiful natural colour and will suit any skin tone!,Yashasvi Rao,2021-08-17 12:23:17,5.0,True,False,Verified Buyer,Kay Beauty Nail Nourish Nail Enamel Polish,225,169,4.3,22495,BESTSELLER,https://www.nykaa.com/kay-beauty-nail-nourish-nail-enamel-polish/p/626907
5360838,Herbal Essences,14250348,Its a good buy,I liked this shampoo as after using it i could see less hairfall... and also for its fragrance. .. but it has to be used with a conditioner. Overall a good buy.,Arijeeta Dutta,2020-08-05 00:57:47,4.0,True,False,Verified Buyer,Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free,600,390,4.1,2502,BESTSELLER,https://www.nykaa.com/herbal-essences-strawberry-mint-shampoo-for-cleansing-volume-paraben-free/p/5360838
266374,L'Oreal Paris,1662905,something good finally for dark color hair,I have dark black hair and most of the hair color I tried never made any difference and then recently I tried the highlights and when I saw there is difference then I decided to order more for using it as a full coverage hair color rather than highlights....happy and satisfied,saba khan,2018-04-25 22:22:00,5.0,True,False,Verified Buyer,L'Oreal Paris Excellence Fashion Highlights Hair Color,350,350,3.9,2501,,https://www.nykaa.com/l-oreal-paris-excellence-fashion-highlights-hair-color/p/266374
422911,Nykaa Cosmetics,14364575,best balm,smell is awesome...n it hydrate my lips alot..must buy my fav lip balm,neha middha,2020-08-13 14:35:15,5.0,True,True,Verified Professional,Nykaa Serial Kisser Lip Balm - Grape,149,119,4.0,16264,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-grape/p/422911
2659739,Herbal Essences,18743568,Good,Amazing shampoo and my hair becomes healthy soft and shiny,Tarandeep Romana,2021-06-02 16:50:52,5.0,False,False,,Herbal Essences Argan Oil Of Moroccan Shampoo & Conditioner With Free Neem Comb,1250,750,4.4,1008,"FEATURED, BESTSELLER",https://www.nykaa.com/herbal-essences-argan-oil-of-moroccan-shampoo-conditioner-with-free-neem-comb/p/2659739
1290,Lakme,2243117,Good one,This concealer comes in the form of a lipstick bullet with a plastic cap. However the packaging is very convenient to use on both under eyes and spots.,Tina Antony,2018-06-29 21:52:13,4.0,False,False,,Lakme Absolute White Intense SPF 20 Concealer Stick,700,560,3.8,1200,,https://www.nykaa.com/lakme-absolute-white-intense-concealer-stick-spf-20/p/1290
42142,NYX Professional Makeup,18309290,Amazing....,"Its shiny,easily spreadable and can use as highlighter as well.",Deshna Parate,2021-05-11 16:43:00,5.0,True,False,Verified Buyer,NYX Professional Makeup Born To Glow Liquid Illuminator,850,723,4.1,2058,"FEATURED, BESTSELLER",https://www.nykaa.com/nyx-professional-makeup-born-to-glow-liquid-illuminator/p/42142
461912,Nykaa Cosmetics,24904525,Worthy,Very nice product at this price..long lasting.... worthy ❤️,Moly Bala,2022-05-11 16:20:38,5.0,True,False,Verified Buyer,Nykaa So Matte! Mini Lipstick - 26 M Bon Bon,199,179,4.0,98477,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-26-m-bon-bon/p/461912
1290,Lakme,456014,not satisfied,the concealer is good smells good..but does not give nice coverage and is bit hard to blend,Aqsa Zeb,2016-12-28 21:28:09,2.0,False,False,,Lakme Absolute White Intense SPF 20 Concealer Stick,700,560,3.8,1200,,https://www.nykaa.com/lakme-absolute-white-intense-concealer-stick-spf-20/p/1290
1229442,Kay Beauty,21481960,Foundation,Amazing product! Feels really light on skin,Shristy Agarwal,2021-11-22 10:29:59,5.0,True,False,Verified Buyer,Kay Beauty Hydrating Foundation,1200,900,4.4,4577,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-hydrating-foundation/p/1229442
286417,Nykaa Cosmetics,21689809,Using from 3months,It is very spacious and material is also very good,Abhilasha Singh,2021-11-30 09:38:21,5.0,True,False,Verified Buyer,Nykaa Metal Addict Makeup Bag - Blushing Gold,300,300,4.0,10935,,https://www.nykaa.com/nykaa-metal-addict-makeup-bag-blushing-gold/p/286417
452442,Herbal Essences,10824760,Coconut shampoo,The best available shampoo in the market at this price is very good smell and the feel is just marvelous love the feeling the smell is grating my hairs are feeling so soft and healthy loving it.,Sourabh,2019-10-10 17:12:40,5.0,False,False,,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,600,390,4.2,2077,BESTSELLER,https://www.nykaa.com/herbal-essences-coconut-milk-shampoo-for-hydration-softness-no-parabens-no-colourants-400ml/p/452442
422905,Nykaa Cosmetics,13925015,Good one,"Very nice and hydrating , great one",Shruti,2020-07-20 22:04:08,5.0,True,False,Verified Buyer,Nykaa Serial Kisser Lip Balm - Raspberry,149,112,4.0,16264,,https://www.nykaa.com/nykaa-serial-kisser-lip-balm-raspberry/p/422905
452442,Herbal Essences,19344662,"Too much of hair fall, changed my shampoo",I have used this product before where i purchased from abroad earlier. It was too good and that is the reason i opted for this now. But after using this product there was so much hair fall and i had to change this shampoo to old one,Anju P,2021-07-09 00:01:06,1.0,True,False,Verified Buyer,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,600,390,4.2,2077,BESTSELLER,https://www.nykaa.com/herbal-essences-coconut-milk-shampoo-for-hydration-softness-no-parabens-no-colourants-400ml/p/452442
435129,Maybelline New York,4868120,Not much stable,It is in attractive packing and nice shade but it's not waterproof.,Kshama Saxena,2019-04-20 15:21:37,4.0,False,False,,Maybelline New York Shine Compulsion Lipstick,550,550,3.6,1667,,https://www.nykaa.com/maybelline-new-york-shine-compulsion-lipstick/p/435129
950973,Nykaa Cosmetics,15545512,Good,I always wanted this type of little shimmery lipstick. This is 3 in 1 you can use on your eye and cheeks but its too small then I expected. Over all I love this.,saloni gupta,2020-11-08 16:40:19,5.0,True,False,Verified Buyer,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,249,125,3.6,6053,,https://www.nykaa.com/nykaa-matte-to-last-mini-metallic-liquid-lipstick-and-eyeshadow/p/950973
44879,Lakme,16424312,Dark brown,Good for fair skin tone,Parul Deshwal,2020-12-28 17:24:04,4.0,True,False,Verified Buyer,Lakme Enrich Matte Lipstick,320,320,4.0,7829,,https://www.nykaa.com/lakme-enrich-matte-lipstick/p/44879
573181,Kay Beauty,13877306,Perfect colour this sunmer,"Wow, love the matti texture",Anshita Chopra,2020-07-16 19:14:37,5.0,True,False,Verified Buyer,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,639,4.3,15040,BESTSELLER,https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181
1017,Lakme,1202928,Vanilla Love!,Just got this today and I love how it looks and even tastes (woops). I have a light skin tone and the Vanilla lip gloss isn't a popping colour. I still love the feel and the sparkles of it. I really want to try strawberry now!,Kamana Rai,2017-12-09 20:28:35,5.0,False,False,,Lakme Lip Gloss,200,200,4.0,1363,,https://www.nykaa.com/lakme-lip-gloss/p/1017
286417,Nykaa Cosmetics,14081936,perfect,gives you space and style. love to store my makeup in this.,Arushi Johri,2020-07-28 13:44:13,5.0,True,False,Verified Buyer,Nykaa Metal Addict Makeup Bag - Blushing Gold,300,300,4.0,10935,,https://www.nykaa.com/nykaa-metal-addict-makeup-bag-blushing-gold/p/286417
1324436,Kay Beauty,17810490,Pure bloom,Super amazing nude plate with varieties of eye shades in just one👌🏿,Misti,2021-04-15 00:11:49,5.0,False,False,,Kay Beauty Eyeshadow Palette,1199,959,4.6,2181,FEATURED,https://www.nykaa.com/kay-beauty-eyekanvas-eyeshadow-palette/p/1324436
248367,Nykaa Cosmetics,16234086,Its amazing,"Awesome product, fits in the hand, very pretty, glitter is good quality doesn't fall off. Its in a small size wouldn't fit a large phone. Overall I am very happy with it",hubble space,2020-12-15 12:20:42,5.0,True,False,Verified Buyer,Nykaa Party Edit Clutch,999,749,4.1,2600,,https://www.nykaa.com/nykaa-party-edit-clutch/p/248367
456559,Herbal Essences,13693865,Highly recommended,Makes my hair smooth and shiny and frizz control shampoo . Highly recommended ?,mona tigga,2020-07-03 09:17:38,4.0,True,False,Verified Buyer,"Herbal Essences Argan Oil Shampoo & Conditioner For Frizz - No Parabens, No Colourants",1250,688,4.3,10879,"FEATURED, BESTSELLER",https://www.nykaa.com/herbal-essences-argan-oil-shampoo-conditioner-for-frizz-no-parabens-no-colourants-slash-save-hp2021/p/456559
452442,Herbal Essences,10920191,worst worst,This is the worst shampoo I regret it makes my hair so bad. I tried two bottles.,Manisha Choudhary,2019-10-16 12:43:48,1.0,False,False,,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,600,390,4.2,2077,BESTSELLER,https://www.nykaa.com/herbal-essences-coconut-milk-shampoo-for-hydration-softness-no-parabens-no-colourants-400ml/p/452442
435129,Maybelline New York,10081974,Lipstick plum nights,Maybelline New York Shine Compulsion lipstick is the best choice.,Silky Vedi,2019-08-13 20:38:41,4.0,False,False,,Maybelline New York Shine Compulsion Lipstick,550,550,3.6,1667,,https://www.nykaa.com/maybelline-new-york-shine-compulsion-lipstick/p/435129
573181,Kay Beauty,18754457,Playback,This is a nude colour .this colour is good for fair skin tone.formula is so matte and creamy.i liked this colour.,Neha Roy,2021-06-03 08:52:54,5.0,True,False,Verified Buyer,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,639,4.3,15040,BESTSELLER,https://www.nykaa.com/kay-matteinee-lip-crayon/p/573181
551016,Nykaa Cosmetics,21640379,Marattok 🔥🔥,🥰🥰🥰,Tanu Kundu,2021-11-28 16:33:20,5.0,True,False,Verified Buyer,Nykaa Strobe & Glow Liquid Highlighter,699,559,4.1,8720,,https://www.nykaa.com/nykaa-strobe-glow-liquid-highlighter/p/551016
1324436,Kay Beauty,24318981,Very pigmented,Very pigmented pallate in good price,Sakshi pandole,2022-04-25 16:55:17,4.0,True,True,Verified Professional,Kay Beauty Eyeshadow Palette,1199,959,4.6,2181,FEATURED,https://www.nykaa.com/kay-beauty-eyekanvas-eyeshadow-palette/p/1324436
189962,Maybelline New York,13558299,shimmery,"I got the nude one and I didn't like it much, it contains tiny shimmer particles which are clearly visible wherever applied.. I prefer the ones which just give a glowy look minus the shimmery effect..",Sharon,2020-06-22 21:02:43,2.0,True,False,Verified Buyer,Maybelline New York Facestudio Master Strobing Cream,665,665,4.1,3106,,https://www.nykaa.com/maybelline-new-york-facestudio-master-strobing-cream/p/189962
8078,Nivea,13881346,Best ever,This is the best sunscreen ever. It has pa++++ protection which amazing. Also it doesn't leave the white cast at all.,Bhavita Modi,2020-07-17 05:40:12,5.0,False,False,,"NIVEA Sun Lotion, SPF 50, with UVA & UVB Protection, Water Resistant Sunscreen",360,342,4.1,4431,,https://www.nykaa.com/nivea-moisturising-sun-lotion-spf-50/p/8078
626907,Kay Beauty,14748141,Besttttttt,Very nice shade??not very strong smell?you should try...,sunita goel,2020-09-12 18:19:06,5.0,True,False,Verified Buyer,Kay Beauty Nail Nourish Nail Enamel Polish,225,169,4.3,22495,BESTSELLER,https://www.nykaa.com/kay-beauty-nail-nourish-nail-enamel-polish/p/626907
5612,L'Oreal Paris,15613609,Really good pigment eyeliner,But it's easy dry out soon... Be careful when using..make sure close it properly..,Manoranjani,2020-11-12 21:06:50,3.0,True,False,Verified Buyer,L'Oreal Paris Superliner Black Lacquer,799,799,4.0,805,,https://www.nykaa.com/l-oreal-superliner-black-lacquer/p/5612
374235,Nykaa Cosmetics,16113230,My Favourite Nude Shade by Nykaa,Very affordable. Quite smudge proof. Easy to wipe off. Perfect size considering portability! Shade looks perfect for no-makeup looks.,Rutuja Rathod,2020-12-07 12:58:49,5.0,True,False,Verified Buyer,Nykaa So Matte! Mini Lipstick - 17 M Cranberry Sangria,199,159,4.0,98477,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-17-m-cranberry-sangria/p/374235
766529,Kay Beauty,15563449,Its quite nice,First purchase from kay beauty and I’m really impressed with the results. Doesn’t give flashbacks in photos and looks really natural doesn’t shine on your face,Gunjan Lohani,2020-11-09 19:06:56,5.0,True,False,Verified Buyer,Kay Beauty HD Translucent Loose Powder - White,799,719,4.5,1497,,https://www.nykaa.com/kay-beauty-hd-translucent-loose-powder-white/p/766529
5093150,Kay Beauty,23781287,Amazing Shade!,"Blends like dream, looks soo natural , loved it",Sana Rizvi,2022-04-05 21:02:17,4.0,False,False,,Kay Beauty Creme Blush,799,799,4.5,2010,"FEATURED, BESTSELLER",https://www.nykaa.com/kay-beauty-creme-blush-sweetheart-pink/p/5093150
573594,Kay Beauty,23132365,Real smudge proof,I wanted a smudge proof . Its reall very nice pigmented and smudge proof. Just go for it guys,afsa,2022-02-24 22:33:38,5.0,True,False,Verified Buyer,Kay Beauty Waterproof 24 Hour Kajal - Spade - Black,249,249,4.5,14815,BESTSELLER,https://www.nykaa.com/kay-kohlstar-kajal-spade/p/573594
376842,Nykaa Cosmetics,21533198,Not good,I expect a lot,Geeta Pant,2021-11-24 21:09:13,1.0,True,False,Verified Buyer,Nykaa Wedding Moringa Gift Box,500,250,3.7,76,,https://www.nykaa.com/nykaa-moringa-gift-box/p/376842
68138,Nykaa Cosmetics,24809405,Perfect partner of nails,Just tried it and it comes out so clean.,Sagarika Ghosh,2022-05-09 21:40:02,5.0,True,False,Verified Buyer,Nykaa Dual Tone Nail Enamel Remover,99,99,3.8,3377,,https://www.nykaa.com/nykaa-dual-tone-nail-enamel-remover/p/68138
569411,Nykaa Cosmetics,13505123,Nice for light skin tone,"Subtle metallic, transferproof",Niyati Sharma,2020-06-17 23:30:04,5.0,True,False,Verified Buyer,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,625,313,4.0,1890,,https://www.nykaa.com/nykaa-matte-to-last-metallic-liquid-lipstick/p/569411
654428,Kay Beauty,18209571,nice product,"it’s smooth n pigmented, blends well in the skin. I like it, thanks nykaa for the quick delivery.",juhi,2021-05-08 14:47:29,5.0,True,False,Verified Buyer,Kay Beauty Contour Stick,599,509,4.3,5927,,https://www.nykaa.com/kay-beauty-contour-stick/p/654428
73008,Maybelline New York,3987704,Amazing...,I found Maybelline V duo stick very useful...it gives a natural look...the highlighter part is not too much shiny... Love it ❤,Dimple queen,2019-01-06 16:33:09,5.0,False,False,,Maybelline New York V-Face Duo Stick,670,670,3.8,3130,,https://www.nykaa.com/maybelline-new-york-v-face-duo-stick/p/73008
569411,Nykaa Cosmetics,10985802,Love it!!??,It's just an awesome collection and one of the best collection in Nykaa.,Kakali Goswami,2019-10-20 15:52:29,5.0,True,False,Verified Buyer,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,625,313,4.0,1890,,https://www.nykaa.com/nykaa-matte-to-last-metallic-liquid-lipstick/p/569411
452442,Herbal Essences,13967382,JUst AMAZING!!,The shampoo is just brilliant.. hair becomes so soft and silky. much better than popular brands in the market.,Vibha Kundra,2020-07-23 13:53:47,5.0,True,False,Verified Buyer,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,600,390,4.2,2077,BESTSELLER,https://www.nykaa.com/herbal-essences-coconut-milk-shampoo-for-hydration-softness-no-parabens-no-colourants-400ml/p/452442
160488,L'Oreal Paris,21411267,Worth buying,Perfect for grey hair. It easily hides grey hair in seconds. A life-saver for sudden events. I bought two and happy with my purchase. Thank you Nykaa,Navpreet Kaur,2021-11-17 16:36:06,5.0,True,False,Verified Buyer,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,299,299,4.1,8981,BESTSELLER,https://www.nykaa.com/l-oreal-paris-magic-retouch-instant-root-concealer/p/160488
5360837,Herbal Essences,15870061,Love,"I have using this shampoo for about an year, and I love it, recommend on Huda’s account, very good for dry damaged hair.",Puravi Dhingra,2020-11-29 16:04:36,5.0,True,False,Verified Buyer,Herbal Essences Argan Oil Of Morocco Shampoo - For Frizz Free Hair - Paraben Free,600,390,4.3,8769,"FEATURED, BESTSELLER",https://www.nykaa.com/herbal-essences-argan-oil-of-morocco-shampoo-for-frizz-free-hair-paraben-free/p/5360837
374238,Nykaa Cosmetics,4192885,Overall okay product,The quality is good but the quantity is somewhat less than the expectations.,Jashika ,2019-02-02 14:32:26,3.0,False,False,,Nykaa So Matte! Mini Lipstick - 03 Devious Pink,199,159,4.0,98477,,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-03-devious-pink/p/374238
448344,Nykaa Cosmetics,15463934,Epic,It really makes your eyebrow look thicker defined n natural,Parvathy r,2020-11-03 18:10:42,5.0,True,False,Verified Buyer,Nykaa Oh My Brow! Eyebrow Mascara - Sirius Brown,599,449,4.1,1442,,https://www.nykaa.com/nykaa-oh-my-brow-eyebrow-mascara-sirius-brown/p/448344
189912,Lakme,28627921,Loved it,Works well for a dry skin,Ruhi Gargi,2022-09-16 23:57:02,4.0,True,False,Verified Buyer,Lakme Absolute Argan Oil Serum Foundation With SPF 45,825,660,4.1,2732,,https://www.nykaa.com/lakme-absolute-argan-oil-serum-foundation-with-spf-45/p/189912
